deployment_id,deployment_timestamp,split,risk_level,repo_domain,candidate_type,primary_service,branch_type,workflow_kind,hour,day_of_week,is_weekend,is_friday,is_off_hours,is_deployment_intent,run_attempt,commit_age_hours,commit_parent_count,additions,deletions,code_churn,changed_files,file_extension_entropy,service_area_count,service_criticality,is_database_migration,is_infrastructure_change,is_dependency_change,is_config_change,is_security_change,is_test_change,test_to_source_file_ratio,is_docs_only,has_lockfile_change,is_hotfix,is_revert,is_breaking_change,deployments_7d,deployments_30d,recent_change_velocity_7d,past_failed_runs_7d,past_failure_rate_30d,past_incidents_14d,past_rollbacks_30d,time_since_last_deployment_hours,actor_prior_deployments,actor_prior_failure_rate,service_deployments_30d,service_incident_rate_30d,on_call_available,expected_on_call_response_minutes,on_call_load_24h
prometheus/prometheus:29008606902,2026-07-09 09:33:32+00:00,train,Low,observability,mainline_delivery_proxy,shared_platform,main,verification,9,3,0,0,0,0,1,0.0011111111111111111,1,197,127,324,4,-0.0,1,3,0,0,0,0,0,1,0.3333,0,0,0,0,0,40,40,3829.0,3,0.075,24,8,0.0,10.0,0.0,30,0.6333333333333333,1,42.0,31
prometheus/prometheus:29011355747,2026-07-09 10:21:57+00:00,train,Medium,observability,mainline_delivery_proxy,shared_platform,main,build,10,3,0,0,0,0,1,0.0011111111111111111,1,38,29,67,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,41,41,4153.0,3,0.07317073170731707,24,8,0.8069444444444445,11.0,0.0,31,0.6129032258064516,1,42.0,18
prometheus/prometheus:29011355768,2026-07-09 10:21:57+00:00,train,Medium,observability,mainline_delivery_proxy,shared_platform,main,verification,10,3,0,0,0,0,1,0.0011111111111111111,1,38,29,67,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,42,42,4220.0,3,0.07142857142857142,25,9,0.0,12.0,0.0,32,0.625,1,42.0,19
prometheus/prometheus:29011355829,2026-07-09 10:21:57+00:00,train,Low,observability,mainline_delivery_proxy,shared_platform,main,quality,10,3,0,0,0,0,1,0.0011111111111111111,1,38,29,67,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,43,43,4287.0,3,0.06976744186046512,26,10,0.0,13.0,0.0,33,0.6363636363636364,1,42.0,20
prometheus/prometheus:29011355936,2026-07-09 10:21:57+00:00,train,Low,observability,mainline_delivery_proxy,shared_platform,main,verification,10,3,0,0,0,0,1,0.0011111111111111111,1,38,29,67,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,44,44,4354.0,3,0.06818181818181818,26,10,0.0,14.0,0.0,34,0.6176470588235294,1,42.0,21
prometheus/prometheus:29016386409,2026-07-09 11:54:52+00:00,train,Low,observability,mainline_delivery_proxy,shared_platform,main,quality,11,3,0,0,0,0,1,0.0011111111111111111,2,365,9,374,4,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,45,45,4421.0,4,0.08888888888888889,26,10,1.5486111111111112,13.0,0.07692307692307693,35,0.6,1,42.0,22
prometheus/prometheus:29016386414,2026-07-09 11:54:52+00:00,train,Medium,observability,mainline_delivery_proxy,shared_platform,main,build,11,3,0,0,0,0,1,0.0011111111111111111,2,365,9,374,4,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,46,46,4795.0,4,0.08695652173913043,27,10,0.0,14.0,0.07142857142857142,36,0.6111111111111112,1,42.0,23
prometheus/prometheus:29016386556,2026-07-09 11:54:52+00:00,train,Medium,observability,mainline_delivery_proxy,shared_platform,main,verification,11,3,0,0,0,0,1,0.0011111111111111111,2,365,9,374,4,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,47,47,5169.0,4,0.0851063829787234,28,11,0.0,15.0,0.06666666666666667,37,0.6216216216216216,1,42.0,24
prometheus/prometheus:29016386578,2026-07-09 11:54:52+00:00,train,Low,observability,mainline_delivery_proxy,shared_platform,main,verification,11,3,0,0,0,0,1,0.0011111111111111111,2,365,9,374,4,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,48,48,5543.0,4,0.08333333333333333,29,11,0.0,16.0,0.0625,38,0.631578947368421,1,42.0,25
ArgoProj/argo-cd:29017030623,2026-07-09 12:06:20+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,12,3,0,0,0,0,1,2.8319444444444444,1,1,1,2,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,8,8,16.0,0,0.0,4,0,2.8308333333333335,1.0,0.0,8,0.5,1,42.0,8
ArgoProj/argo-cd:29017758972,2026-07-09 12:19:26+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,12,3,0,0,0,0,1,0.0008333333333333334,1,1,1,2,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,9,9,18.0,0,0.0,4,0,0.21833333333333332,0.0,0.0,9,0.4444444444444444,1,42.0,9
ArgoProj/argo-cd:29017759615,2026-07-09 12:19:27+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,12,3,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,10,10,20.0,0,0.0,5,0,0.0002777777777777778,1.0,0.0,10,0.5,1,42.0,10
ArgoProj/argo-cd:29017759629,2026-07-09 12:19:27+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,12,3,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,11,11,22.0,0,0.0,6,1,0.0,2.0,0.0,11,0.5454545454545454,1,42.0,11
ArgoProj/argo-cd:29017759652,2026-07-09 12:19:27+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,12,3,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,12,12,24.0,0,0.0,7,1,0.0,3.0,0.0,12,0.5833333333333334,1,42.0,12
ArgoProj/argo-cd:29017759660,2026-07-09 12:19:27+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,verification,12,3,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,13,13,26.0,0,0.0,8,1,0.0,4.0,0.0,13,0.6153846153846154,0,128.93,13
ArgoProj/argo-cd:29017759991,2026-07-09 12:19:27+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,12,3,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,14,14,28.0,0,0.0,8,1,0.0,5.0,0.0,14,0.5714285714285714,1,42.0,14
ArgoProj/argo-cd:29023145383,2026-07-09 13:53:49+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,13,3,0,0,0,0,1,1.573888888888889,1,1,1,2,1,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,15,15,30.0,0,0.0,8,1,1.5727777777777778,2.0,0.0,15,0.5333333333333333,1,42.0,15
ArgoProj/argo-cd:29024856001,2026-07-09 14:18:52+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,14,3,0,0,0,0,1,0.0011111111111111111,1,2,1,3,2,1.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,16,16,32.0,0,0.0,8,1,0.4175,3.0,0.0,16,0.5,1,42.0,16
ArgoProj/argo-cd:29024857478,2026-07-09 14:18:53+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,14,3,0,0,0,0,1,0.001388888888888889,1,2,1,3,2,1.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,17,17,35.0,0,0.0,9,2,0.0002777777777777778,4.0,0.0,17,0.5294117647058824,1,42.0,17
ArgoProj/argo-cd:29024857703,2026-07-09 14:18:54+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,14,3,0,0,0,0,1,0.0016666666666666668,1,2,1,3,2,1.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,18,18,38.0,0,0.0,9,2,0.0002777777777777778,5.0,0.0,18,0.5,0,118.13,18
ArgoProj/argo-cd:29024857736,2026-07-09 14:18:54+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,14,3,0,0,0,0,1,0.0016666666666666668,1,2,1,3,2,1.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,19,19,41.0,0,0.0,9,2,0.0,6.0,0.0,19,0.47368421052631576,1,42.0,19
ArgoProj/argo-cd:29024858095,2026-07-09 14:18:54+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,14,3,0,0,0,0,1,0.0016666666666666668,1,2,1,3,2,1.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,20,20,44.0,0,0.0,9,2,0.0,7.0,0.0,20,0.45,1,42.0,20
ArgoProj/argo-cd:29024858159,2026-07-09 14:18:54+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,verification,14,3,0,0,0,0,1,0.0016666666666666668,1,2,1,3,2,1.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,21,21,47.0,0,0.0,10,2,0.0,8.0,0.0,21,0.47619047619047616,1,42.0,21
ArgoProj/argo-cd:29027707834,2026-07-09 15:00:25+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,15,3,0,0,0,0,1,0.6936111111111111,1,2,1,3,2,1.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,22,22,50.0,0,0.0,10,2,0.6919444444444445,9.0,0.0,22,0.45454545454545453,1,42.0,22
prometheus/prometheus:29029191584,2026-07-09 15:21:53+00:00,train,Low,observability,mainline_delivery_proxy,shared_platform,main,verification,15,3,0,0,0,0,1,0.0011111111111111111,2,151,3,154,3,-0.0,1,3,0,0,0,0,0,1,0.5,0,0,0,0,0,49,49,5917.0,4,0.08163265306122448,29,11,3.450277777777778,17.0,0.058823529411764705,39,0.6153846153846154,1,42.0,22
prometheus/prometheus:29029191861,2026-07-09 15:21:53+00:00,train,Medium,observability,mainline_delivery_proxy,shared_platform,main,quality,15,3,0,0,0,0,1,0.0011111111111111111,2,151,3,154,3,-0.0,1,3,0,0,0,0,0,1,0.5,0,0,0,0,0,50,50,6071.0,4,0.08,30,11,0.0,18.0,0.05555555555555555,40,0.625,0,120.19,23
prometheus/prometheus:29029192348,2026-07-09 15:21:53+00:00,train,Medium,observability,mainline_delivery_proxy,shared_platform,main,build,15,3,0,0,0,0,1,0.0011111111111111111,2,151,3,154,3,-0.0,1,3,0,0,0,0,0,1,0.5,0,0,0,0,0,51,51,6225.0,4,0.0784313725490196,31,12,0.0,19.0,0.05263157894736842,41,0.6341463414634146,1,42.0,24
prometheus/prometheus:29029193087,2026-07-09 15:21:54+00:00,train,Low,observability,mainline_delivery_proxy,shared_platform,main,verification,15,3,0,0,0,0,1,0.001388888888888889,2,151,3,154,3,-0.0,1,3,0,0,0,0,0,1,0.5,0,0,0,0,0,52,52,6379.0,4,0.07692307692307693,32,12,0.0002777777777777778,20.0,0.05,42,0.6428571428571429,1,42.0,25
prometheus/prometheus:29030938980,2026-07-09 15:47:47+00:00,train,High,observability,mainline_delivery_proxy,observability,main,quality,15,3,0,0,0,0,1,0.0008333333333333334,2,206,206,412,2,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,53,53,6533.0,4,0.07547169811320754,33,13,0.4313888888888889,0.0,0.0,4,0.25,0,134.04,26
prometheus/prometheus:29030938991,2026-07-09 15:47:47+00:00,train,Medium,observability,mainline_delivery_proxy,observability,main,build,15,3,0,0,0,0,1,0.0008333333333333334,2,206,206,412,2,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,54,54,6945.0,4,0.07407407407407407,34,13,0.0,1.0,0.0,5,0.4,1,42.0,27
prometheus/prometheus:29030939267,2026-07-09 15:47:48+00:00,train,High,observability,mainline_delivery_proxy,observability,main,verification,15,3,0,0,0,0,1,0.0011111111111111111,2,206,206,412,2,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,55,55,7357.0,4,0.07272727272727272,35,14,0.0002777777777777778,2.0,0.0,6,0.5,1,42.0,28
ArgoProj/argo-cd:29032014746,2026-07-09 16:04:19+00:00,train,Low,delivery-platform,explicit_deployment_intent,api_backend,release,deployment,16,3,0,0,0,1,1,226.07833333333335,1,267,2,269,5,0.971,1,4,0,0,0,1,0,1,0.25,0,0,0,0,0,23,23,53.0,0,0.0,11,2,1.065,6.0,0.0,0,0.0,1,42.0,23
ArgoProj/argo-cd:29032251987,2026-07-09 16:08:06+00:00,train,High,delivery-platform,mainline_delivery_proxy,api_backend,release,verification,16,3,0,0,0,0,1,0.0011111111111111111,1,84,84,168,15,0.3534,1,4,0,0,0,1,0,0,0.0,0,0,0,0,0,24,24,322.0,0,0.0,12,3,0.06305555555555556,7.0,0.0,1,1.0,0,112.46,24
ArgoProj/argo-cd:29032252052,2026-07-09 16:08:06+00:00,train,High,delivery-platform,mainline_delivery_proxy,api_backend,release,quality,16,3,0,0,0,0,1,0.0011111111111111111,1,84,84,168,15,0.3534,1,4,0,0,0,1,0,0,0.0,0,0,0,0,0,25,25,490.0,1,0.04,13,3,0.0,8.0,0.125,2,1.0,1,42.0,25
ArgoProj/argo-cd:29032501461,2026-07-09 16:12:02+00:00,train,Medium,delivery-platform,explicit_deployment_intent,api_backend,release,deployment,16,3,0,0,0,1,1,0.06666666666666667,1,84,84,168,15,0.3534,1,4,0,0,0,1,0,0,0.0,0,0,0,0,0,26,26,658.0,1,0.038461538461538464,14,4,0.06555555555555556,9.0,0.1111111111111111,3,1.0,1,42.0,26
ArgoProj/argo-cd:29034272386,2026-07-09 16:40:37+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,16,3,0,0,0,0,1,0.0008333333333333334,1,7,0,7,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,27,27,826.0,1,0.037037037037037035,15,5,0.47638888888888886,0.0,0.0,23,0.4782608695652174,1,42.0,27
ArgoProj/argo-cd:29034273515,2026-07-09 16:40:38+00:00,train,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,16,3,0,0,0,0,1,0.0011111111111111111,1,7,0,7,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,28,28,833.0,1,0.03571428571428571,15,5,0.0002777777777777778,1.0,0.0,24,0.4583333333333333,1,42.0,28
ArgoProj/argo-cd:29034273533,2026-07-09 16:40:38+00:00,train,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,16,3,0,0,0,0,1,0.0011111111111111111,1,7,0,7,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,29,29,840.0,1,0.034482758620689655,16,5,0.0,2.0,0.0,25,0.48,0,117.43,29
ArgoProj/argo-cd:29034273560,2026-07-09 16:40:38+00:00,train,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,verification,16,3,0,0,0,0,1,0.0011111111111111111,1,7,0,7,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,30,30,847.0,1,0.03333333333333333,16,5,0.0,3.0,0.0,26,0.46153846153846156,1,42.0,30
ArgoProj/argo-cd:29034273561,2026-07-09 16:40:38+00:00,train,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,16,3,0,0,0,0,1,0.0011111111111111111,1,7,0,7,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,31,31,854.0,2,0.06451612903225806,17,5,0.0,4.0,0.25,27,0.48148148148148145,1,42.0,31
ArgoProj/argo-cd:29034273931,2026-07-09 16:40:39+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,16,3,0,0,0,0,1,0.001388888888888889,1,7,0,7,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,32,32,861.0,2,0.0625,18,5,0.0002777777777777778,5.0,0.2,28,0.5,1,42.0,32
ArgoProj/argo-cd:29034278659,2026-07-09 16:40:43+00:00,train,High,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,16,3,0,0,0,0,1,0.0025,1,7,0,7,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,33,33,868.0,2,0.06060606060606061,19,5,0.0011111111111111111,1.0,0.0,29,0.5172413793103449,0,136.56,33
ArgoProj/argo-cd:29034278682,2026-07-09 16:40:43+00:00,train,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,16,3,0,0,0,0,1,0.0025,1,7,0,7,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,34,34,875.0,2,0.058823529411764705,20,5,0.0,2.0,0.0,30,0.5333333333333333,1,42.0,34
ArgoProj/argo-cd:29034278826,2026-07-09 16:40:43+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,16,3,0,0,0,0,1,0.0025,1,7,0,7,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,35,35,882.0,2,0.05714285714285714,21,5,0.0,3.0,0.0,31,0.5483870967741935,1,42.0,35
prometheus/prometheus:29040244438,2026-07-09 18:19:33+00:00,train,Low,observability,mainline_delivery_proxy,observability,main,other,18,3,0,0,0,0,1,2.5302777777777776,2,206,206,412,2,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,56,56,7769.0,4,0.07142857142857142,35,14,2.529166666666667,21.0,0.047619047619047616,7,0.42857142857142855,1,42.0,24
ArgoProj/argo-cd:29048912497,2026-07-09 20:43:47+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,20,3,0,0,1,0,1,4.0536111111111115,1,7,0,7,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,36,36,889.0,2,0.05555555555555555,22,6,4.051111111111111,0.0,0.0,32,0.5625,1,54.0,36
prometheus/prometheus:29055370988,2026-07-09 22:43:52+00:00,train,Medium,observability,mainline_delivery_proxy,observability,main,verification,22,3,0,0,1,0,1,6.935555555555555,2,206,206,412,2,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,57,57,8181.0,4,0.07017543859649122,36,14,4.405277777777778,2.0,0.0,8,0.5,1,54.0,24
prometheus/prometheus:29057968137,2026-07-09 23:40:00+00:00,train,High,observability,mainline_delivery_proxy,observability,main,other,23,3,0,0,1,0,1,7.871111111111111,2,206,206,412,2,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,58,58,8593.0,4,0.06896551724137931,37,15,0.9355555555555556,22.0,0.045454545454545456,9,0.5555555555555556,1,54.0,24
ArgoProj/argo-cd:29059859582,2026-07-10 00:23:51+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,0,4,0,1,1,0,1,7.721388888888889,1,7,0,7,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,37,37,896.0,2,0.05405405405405406,22,6,3.667777777777778,10.0,0.0,33,0.5454545454545454,1,54.0,37
hashicorp/terraform:29065270409,2026-07-10 02:43:23+00:00,train,Low,infrastructure,mainline_delivery_proxy,shared_platform,main,other,2,4,0,1,1,0,1,31.136388888888888,1,0,10,10,2,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,42,66,11630.0,0,0.06060606060606061,42,21,31.135,7.0,0.0,21,0.42857142857142855,1,30.0,0
ArgoProj/argo-cd:29065948186,2026-07-10 03:02:10+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,3,4,0,1,1,0,1,10.36,1,7,0,7,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,38,38,903.0,2,0.05263157894736842,23,6,2.638611111111111,11.0,0.0,34,0.5588235294117647,1,54.0,38
ArgoProj/argo-cd:29066313106,2026-07-10 03:11:46+00:00,train,High,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,3,4,0,1,1,0,1,10.52,1,7,0,7,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,39,39,910.0,2,0.05128205128205128,24,6,0.16,4.0,0.0,35,0.5714285714285714,0,133.83,39
ArgoProj/argo-cd:29066317940,2026-07-10 03:11:54+00:00,train,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,3,4,0,1,1,0,1,10.522222222222222,1,7,0,7,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,40,40,917.0,2,0.05,25,7,0.0022222222222222222,5.0,0.0,36,0.5833333333333334,0,128.0,40
prometheus/prometheus:29067692097,2026-07-10 03:50:20+00:00,train,Medium,observability,mainline_delivery_proxy,observability,main,verification,3,4,0,1,1,0,1,12.043333333333333,2,206,206,412,2,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,59,59,9005.0,4,0.06779661016949153,37,15,4.1722222222222225,2.0,0.0,10,0.5,1,54.0,24
ArgoProj/argo-cd:29068554617,2026-07-10 04:13:37+00:00,train,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,4,4,0,1,1,0,1,0.0008333333333333334,1,1,1,2,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,41,41,924.0,2,0.04878048780487805,26,8,1.0286111111111111,12.0,0.0,37,0.5945945945945946,0,128.54,41
ArgoProj/argo-cd:29068555041,2026-07-10 04:13:37+00:00,train,High,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,4,4,0,1,1,0,1,0.0008333333333333334,1,1,1,2,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,42,42,926.0,2,0.047619047619047616,27,9,0.0,13.0,0.0,38,0.6052631578947368,0,134.25,42
ArgoProj/argo-cd:29068555067,2026-07-10 04:13:37+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,verification,4,4,0,1,1,0,1,0.0008333333333333334,1,1,1,2,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,43,43,928.0,2,0.046511627906976744,28,10,0.0,14.0,0.0,39,0.6153846153846154,1,54.0,43
ArgoProj/argo-cd:29068555068,2026-07-10 04:13:37+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,4,4,0,1,1,0,1,0.0008333333333333334,1,1,1,2,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,44,44,930.0,2,0.045454545454545456,29,10,0.0,15.0,0.0,40,0.625,1,54.0,44
ArgoProj/argo-cd:29068555074,2026-07-10 04:13:37+00:00,train,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,4,4,0,1,1,0,1,0.0008333333333333334,1,1,1,2,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,45,45,932.0,2,0.044444444444444446,30,11,0.0,16.0,0.0,41,0.6341463414634146,0,139.04,45
ArgoProj/argo-cd:29068555331,2026-07-10 04:13:38+00:00,train,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,4,4,0,1,1,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,46,46,934.0,2,0.043478260869565216,31,12,0.0002777777777777778,17.0,0.0,42,0.6428571428571429,0,121.45,46
kubernetes/kubernetes:29078003547,2026-07-10 07:52:49+00:00,train,Medium,platform,explicit_deployment_intent,identity_security,main,deployment,7,4,0,1,0,1,1,0.001388888888888889,2,2511,1781,4292,153,1.5906,5,5,0,1,1,0,1,0,0.0,0,1,0,0,0,8,17,4239.0,0,0.0,8,6,30.43777777777778,107.0,0.009345794392523364,7,1.0,1,18.0,0
prometheus/prometheus:29078576740,2026-07-10 08:03:51+00:00,train,Medium,observability,mainline_delivery_proxy,frontend,release,verification,8,4,0,1,0,0,1,0.0011111111111111111,2,10,6,16,7,1.1488,2,2,0,0,1,1,0,0,0.0,0,0,0,0,0,60,60,9417.0,4,0.06666666666666667,38,16,4.2252777777777775,2.0,0.5,6,0.6666666666666666,1,42.0,24
ArgoProj/argo-cd:29081759443,2026-07-10 09:03:14+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,9,4,0,1,0,0,1,4.8277777777777775,1,1,1,2,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,47,47,936.0,2,0.0425531914893617,32,12,4.826666666666667,18.0,0.0,43,0.6511627906976745,1,42.0,46
ArgoProj/argo-cd:29081963835,2026-07-10 09:06:56+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,9,4,0,1,0,0,1,0.0011111111111111111,1,119,2,121,4,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,48,48,938.0,2,0.041666666666666664,33,12,0.06166666666666667,0.0,0.0,44,0.6590909090909091,1,42.0,46
ArgoProj/argo-cd:29081964671,2026-07-10 09:06:57+00:00,train,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,9,4,0,1,0,0,1,0.001388888888888889,1,119,2,121,4,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,49,49,1059.0,2,0.04081632653061224,33,12,0.0002777777777777778,1.0,0.0,45,0.6444444444444445,1,42.0,47
ArgoProj/argo-cd:29081964909,2026-07-10 09:06:57+00:00,train,Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,9,4,0,1,0,0,1,0.001388888888888889,1,119,2,121,4,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,50,50,1180.0,2,0.04,34,12,0.0,2.0,0.0,46,0.6521739130434783,0,111.99,48
ArgoProj/argo-cd:29081964934,2026-07-10 09:06:57+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,9,4,0,1,0,0,1,0.001388888888888889,1,119,2,121,4,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,51,51,1301.0,2,0.0392156862745098,35,12,0.0,3.0,0.0,47,0.6595744680851063,1,42.0,49
ArgoProj/argo-cd:29081964946,2026-07-10 09:06:57+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,verification,9,4,0,1,0,0,1,0.001388888888888889,1,119,2,121,4,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,52,52,1422.0,2,0.038461538461538464,36,12,0.0,4.0,0.0,48,0.6666666666666666,1,42.0,50
ArgoProj/argo-cd:29081965488,2026-07-10 09:06:57+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,9,4,0,1,0,0,1,0.001388888888888889,1,119,2,121,4,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,53,53,1543.0,2,0.03773584905660377,37,13,0.0,5.0,0.0,49,0.673469387755102,1,42.0,51
ArgoProj/argo-cd:29084976626,2026-07-10 10:01:20+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,release,verification,10,4,0,1,0,0,1,0.0011111111111111111,1,119,2,121,4,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,54,54,1664.0,3,0.05555555555555555,38,13,0.9063888888888889,6.0,0.16666666666666666,50,0.68,1,42.0,46
ArgoProj/argo-cd:29084976644,2026-07-10 10:01:20+00:00,train,Low,delivery-platform,mainline_delivery_proxy,shared_platform,release,quality,10,4,0,1,0,0,1,0.0011111111111111111,1,119,2,121,4,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,55,55,1785.0,3,0.05454545454545454,39,14,0.0,7.0,0.14285714285714285,51,0.6862745098039216,0,121.76,47
