repo_key,owner,repository,language,repository_quality_index,deployment_label,deployment_ready,repository_score,commit_activity_score,issue_activity_score,pr_activity_score,file_complexity_score,stars,forks,watchers,total_commits,total_issues,total_prs,total_files,size,open_issues,repository_age_days,last_update_days,has_license,has_description,popularity_score,bug_fix_ratio,feature_commit_ratio,refactor_commit_ratio,documentation_commit_ratio,average_commit_length,average_commit_words,author_diversity,commit_frequency,days_since_last_commit,closed_issue_ratio,bug_issue_ratio,average_issue_comments,stale_issue_ratio,merged_pr_ratio,average_changed_files,average_code_churn,source_code_ratio,documentation_ratio,config_ratio,test_ratio,binary_ratio,has_ci_cd,has_dockerfile,has_contributing_guide,dependency_file_count,max_directory_depth,weekend_commit_ratio,night_commit_ratio,average_issue_resolution_days,average_review_comments,average_merge_days,language_diversity,average_directory_depth,average_file_size
DietrichGebert_ponytail,DietrichGebert,ponytail,JavaScript,41.25,Production Ready,1,41.25,58.33,34.22,31.25,22.12,82637,4488,82637,30,20,20,100,2007,67,32,0,1,1,63099.75,0.7,0.4,0.0,0.1333,521.4667,72.3,25,0.9375,4,0.55,0.9,0.4,0.0,0.25,0.0,0.0,0.15,0.07,0.01,0.03,0.11,1,0,0,0,3,0.0,0.5333,1.1818,0.0,0.0,2,1.39,14459.49
kartoza_docker-osm,kartoza,docker-osm,C,41.24,Production Ready,1,41.24,61.83,45.65,31.5,29.77,300,104,300,30,20,20,39,2688,17,4008,22,1,1,251.0,0.6667,0.4,0.1,0.4,206.5333,33.9,13,0.0075,508,0.75,0.55,2.15,0.8,0.7,0.0,0.0,0.1795,0.1026,0.2051,0.0256,0.0769,1,1,0,2,2,0.1333,0.0667,94.7333,0.0,20.0,4,0.7436,260561.0513
AppFlowy-IO_AppFlowy-Web,AppFlowy-IO,AppFlowy-Web,TypeScript,41.24,Production Ready,1,41.24,57.0,21.55,51.21,34.85,300,149,300,30,20,20,100,18521,35,575,2,1,1,262.25,0.8333,0.3,0.0667,0.1333,527.9333,74.4667,4,0.0522,2,0.3,0.7,0.55,0.2143,0.7,0.0,0.0,0.34,0.03,0.03,0.11,0.0,1,1,0,1,4,0.2,0.3333,26.8333,0.0,0.2857,4,1.83,5782.49
kubernetes-sigs_cri-tools,kubernetes-sigs,cri-tools,Go,41.23,Production Ready,1,41.23,41.33,39.0,61.8,30.6,1995,486,1995,30,20,20,100,64964,14,3455,0,1,1,1617.75,0.1667,0.3,0.0,0.0,274.0667,22.2667,4,0.0087,5,0.7,0.75,3.5,0.3333,0.95,0.0,0.0,0.28,0.14,0.03,0.12,0.0,1,1,1,2,2,0.0,0.2667,39.6429,0.0,0.9474,2,1.41,7873.8
BurntSushi_ripgrep,BurntSushi,ripgrep,Rust,41.22,Production Ready,1,41.22,55.67,30.85,34.75,28.2,66101,2640,66101,30,20,20,100,5607,162,3777,0,1,1,50235.75,0.4,0.4333,0.1333,0.2,221.9333,33.1,19,0.0079,4,0.5,0.7,1.85,0.0,0.4,0.0,0.0,0.29,0.09,0.05,0.01,0.0,1,0,1,3,4,0.4,0.3,16.1,0.0,3.25,2,2.34,17094.04
feldera_feldera,feldera,feldera,Rust,41.19,Production Ready,1,41.19,52.67,49.25,45.75,24.79,1988,140,1988,30,20,20,100,231607,516,1159,0,1,1,1526.0,0.3,0.5,0.0667,0.0667,316.7333,42.8,10,0.0259,0,0.5,0.2,1.05,0.0,0.6,0.0,0.0,0.02,0.09,0.13,0.08,0.02,1,1,1,1,5,0.1,0.2667,5.8,0.0,1.25,4,2.38,76495.22
BookStackApp_BookStack,BookStackApp,BookStack,PHP,41.18,Production Ready,1,41.18,44.33,48.3,36.25,38.1,18896,2401,18896,30,20,20,100,51484,1,3971,0,1,1,14772.25,0.3,0.4667,0.0,0.0,149.4,21.2667,3,0.0076,11,1.0,0.85,1.3,0.0,0.45,0.0,0.0,0.71,0.03,0.02,0.03,0.0,0,0,0,0,3,0.1667,0.0667,7.5,0.0,4.0,1,2.35,2801.71
samueltuoyo15_Dokugen,samueltuoyo15,Dokugen,TypeScript,41.12,Production Ready,1,41.12,33.93,53.58,54.31,34.97,300,22,300,30,8,13,100,14567,2,511,0,1,1,230.5,0.0667,0.4333,0.1667,0.3,50.3,6.4333,4,0.0587,0,0.75,0.5,2.25,1.0,0.7692,0.0,0.0,0.28,0.41,0.07,0.0,0.21,0,0,0,4,8,0.1,0.0333,3.6667,0.0,0.3,6,4.38,61641.11
lusingander_serie,lusingander,serie,Rust,41.09,Production Ready,1,41.09,42.63,43.25,60.5,26.96,1977,48,1977,30,20,20,100,16137,23,716,0,1,1,1494.75,0.2667,0.4,0.1667,0.3,124.9333,17.8,2,0.0419,44,0.55,0.35,1.75,1.0,0.9,0.0,0.0,0.27,0.21,0.04,0.25,0.38,1,0,1,1,3,0.6333,0.4,53.1818,0.0,0.0,1,1.63,149965.48
kateinoigakukun_StubKit,kateinoigakukun,StubKit,Swift,41.08,Production Ready,1,41.08,27.37,56.25,65.0,31.15,300,9,300,30,4,10,33,193,0,2753,54,1,1,227.25,0.1333,0.4667,0.0,0.1333,34.1333,5.0333,3,0.0109,705,1.0,0.5,1.25,0.0,1.0,0.0,0.0,0.3636,0.0606,0.0303,0.2727,0.0303,1,0,0,0,3,0.6333,0.5333,287.0,0.0,0.0,1,1.7576,9073.8182
microsoft_node-pty,microsoft,node-pty,TypeScript,41.06,Production Ready,1,41.06,52.5,28.57,48.94,35.76,1987,321,1987,30,20,20,79,12365,42,3706,2,1,1,1570.5,0.3,0.5,0.0333,0.1,378.6,29.5333,9,0.0081,12,0.45,0.7,0.9,0.6364,0.65,0.0,0.0,0.3544,0.0633,0.1139,0.0886,0.0633,1,0,1,4,4,0.0,0.2,9.3333,0.0,0.3077,5,1.3924,34615.557
thinreports_thinreports-generator,thinreports,thinreports-generator,Ruby,41.05,Production Ready,1,41.05,27.07,55.1,52.48,42.53,297,47,297,30,20,20,100,14864,5,5465,9,1,1,234.5,0.1,0.4,0.0,0.0,57.2,8.0667,3,0.0055,9,0.9,0.45,2.6,1.0,0.75,0.0,0.0,0.86,0.03,0.01,0.01,0.04,1,0,1,1,7,0.6667,0.0,207.4444,0.0,1.2667,1,4.85,287622.0
ClosureTree_closure_tree,ClosureTree,closure_tree,Ruby,41.05,Production Ready,1,41.05,47.43,41.55,49.66,31.84,1932,247,1932,30,20,20,100,1407,76,5536,8,1,1,1510.75,0.3667,0.2333,0.0667,0.0667,159.9333,18.7667,8,0.0054,68,0.55,0.4,1.55,1.0,0.85,0.0,0.0,0.22,0.02,0.02,0.59,0.02,1,1,0,1,5,0.2667,0.2,418.3636,0.0,8.5882,1,2.36,2959.6
sidekiq-cron_sidekiq-cron,sidekiq-cron,sidekiq-cron,Ruby,40.96,Production Ready,1,40.96,34.7,57.7,58.78,26.65,1943,302,1943,30,20,20,54,1229,0,4705,3,1,1,1532.75,0.2667,0.2333,0.1,0.0667,57.7333,7.5333,14,0.0064,47,1.0,0.5,2.7,0.0,0.9,0.0,0.0,0.2222,0.0556,0.0556,0.2963,0.0556,1,1,0,1,5,0.2333,0.1,31.55,0.0,1.7222,1,2.3889,6497.5556
0x4D31_finch,0x4D31,finch,Go,40.96,Production Ready,1,40.96,31.88,40.0,59.38,41.53,300,19,300,26,2,8,88,2565,2,351,0,1,1,229.75,0.2692,0.3846,0.1154,0.1154,73.0385,9.9231,2,0.0741,251,0.0,0.0,0.0,1.0,0.875,0.0,0.0,0.3409,0.1477,0.0341,0.375,0.0568,1,1,0,1,3,0.1154,0.6154,0.0,0.0,0.0,3,1.7614,33925.7159
skylot_jadx,skylot,jadx,Java,40.95,Production Ready,1,40.95,53.73,26.33,42.66,29.34,49684,5729,49684,30,20,20,100,25865,435,4865,0,1,1,38695.25,0.6333,0.3,0.2,0.0,130.0,17.0667,14,0.0062,0,0.35,0.9,0.9,0.0,0.55,0.0,0.0,0.36,0.08,0.05,0.16,0.02,1,0,1,0,9,0.3,0.0,1.5714,0.0,2.0909,1,4.23,3584.79
hfutrell_BezierKit,hfutrell,BezierKit,Swift,40.94,Production Ready,1,40.94,52.84,53.55,33.03,31.75,300,32,300,30,20,20,88,2416,19,3545,21,1,1,233.0,0.6667,0.5667,0.3,0.0667,958.0,116.9667,1,0.0085,25,0.7,0.3,4.55,0.5,0.45,0.0,0.0,0.3409,0.0227,0.0114,0.3864,0.0455,1,0,0,0,4,0.0667,0.4667,935.4286,0.0,7.2222,1,1.9886,10394.3636
louislam_uptime-kuma,louislam,uptime-kuma,JavaScript,40.88,Production Ready,1,40.88,42.17,38.84,33.17,31.6,89111,8117,89111,30,20,20,100,38033,756,1837,0,1,1,68862.5,0.1667,0.3,0.0,0.0,191.8,17.8333,26,0.0163,0,0.55,0.8,1.2,0.0,0.3,0.0,0.0,0.52,0.04,0.02,0.03,0.0,1,0,1,0,2,0.1333,0.1333,0.3636,0.0,0.3333,1,1.58,1872.74
benpickles_parklife,benpickles,parklife,Ruby,40.86,Production Ready,1,40.86,35.33,47.53,61.33,30.77,300,10,300,30,15,20,69,251,4,2652,10,1,1,227.5,0.1333,0.2667,0.0667,0.0333,599.5667,48.2333,2,0.0113,58,0.9333,0.7333,2.2,1.0,0.95,0.0,0.0,0.3478,0.0435,0.0435,0.2754,0.0,1,0,0,3,3,0.5333,0.0,115.2143,0.0,1.4211,1,1.913,1210.2899
onevcat_Kingfisher,onevcat,Kingfisher,Swift,40.8,Production Ready,1,40.8,49.0,45.2,40.1,29.32,24370,2761,24370,30,20,20,100,7730,175,4116,0,1,1,18967.75,0.5667,0.2667,0.0,0.0333,198.7333,27.0667,4,0.0073,0,0.7,0.5,2.2,0.8333,0.5,0.0,0.0,0.48,0.02,0.01,0.01,0.01,1,0,1,1,8,0.4,0.1,15.0714,0.0,2.4,1,3.9,6007.97
the-laziest-coder_galxe-aio,the-laziest-coder,galxe-aio,Python,40.74,Production Ready,1,40.74,23.3,50.6,65.0,38.1,300,143,300,30,20,4,59,139,2,891,4,0,0,260.75,0.6333,0.0333,0.0,0.0,27.1,3.9667,2,0.0337,357,0.9,0.55,1.1,1.0,1.0,0.0,0.0,0.7288,0.0169,0.0339,0.0,0.0,0,0,0,1,3,0.1333,0.4667,68.3333,0.0,0.0,1,1.7458,3425.2373
KasperskyLab_Kaspresso,KasperskyLab,Kaspresso,Kotlin,40.71,Production Ready,1,40.71,55.0,43.15,33.75,34.65,1924,181,1924,30,20,20,100,122982,52,2496,0,1,1,1488.25,0.6,0.3667,0.0667,0.1667,128.5667,18.0,8,0.012,39,0.65,0.45,0.65,0.7143,0.75,0.0,0.0,0.58,0.01,0.04,0.09,0.0,1,0,0,0,11,0.0333,0.0,154.6923,0.0,42.2667,1,7.13,3371.84
aws-samples_serverless-rust-demo,aws-samples,serverless-rust-demo,Rust,40.67,Production Ready,1,40.67,32.9,37.14,58.67,41.92,299,30,299,30,7,20,37,215,5,1755,26,1,1,231.75,0.0667,0.2333,0.0333,0.2,68.2333,9.4,7,0.0171,575,0.7143,0.8571,4.2857,1.0,0.9,0.0,0.0,0.6216,0.1081,0.0811,0.1081,0.0541,1,0,1,1,4,0.1,0.0333,211.2,0.0,1.8333,2,1.7027,4593.1351
mudler_luet,mudler,luet,Go,40.52,Production Ready,1,40.52,44.23,20.6,57.49,41.37,300,30,300,30,20,20,100,26308,80,2595,13,1,1,232.5,0.1,0.3667,0.0,0.2333,230.6333,17.5667,8,0.0116,153,0.2,0.6,0.6,0.9375,0.85,0.0,0.0,0.4,0.41,0.05,0.04,0.01,1,1,1,0,6,0.0,0.1667,74.75,0.0,0.7647,4,2.54,11404.31
rememberber_MooTool,rememberber,MooTool,Java,40.51,Production Ready,1,40.51,36.97,63.3,65.0,13.66,1986,253,1986,30,20,20,100,41321,24,2465,0,1,1,1552.75,0.2667,0.3667,0.0333,0.0667,77.7,11.1333,4,0.0122,9,0.85,0.05,0.8,1.0,1.0,0.0,0.0,0.16,0.02,0.02,0.01,0.58,1,0,0,0,5,0.2667,0.1667,131.1176,0.0,0.0,1,2.79,76986.0
ujizin_Camposer,ujizin,Camposer,Kotlin,40.47,Production Ready,1,40.47,39.67,43.9,57.13,30.65,298,17,298,30,20,20,100,112693,7,1397,1,1,1,227.75,0.3667,0.2333,0.1333,0.2667,195.0333,26.1667,1,0.0215,2,0.75,0.6,1.9,0.8,0.85,0.0,0.0,0.37,0.04,0.05,0.23,0.0,1,0,1,0,10,0.3333,0.5333,146.4667,0.0,1.1176,1,5.17,3705.32
adamchainz_django-htmx,adamchainz,django-htmx,JavaScript,40.46,Production Ready,1,40.46,37.83,44.75,50.07,37.49,1998,155,1998,30,20,20,75,1740,14,2094,0,1,1,1537.25,0.0667,0.2333,0.1,0.1333,477.5333,38.1667,3,0.0143,1,0.75,0.6,2.75,1.0,0.7,0.0,0.0,0.3333,0.1733,0.0667,0.1333,0.0133,1,0,0,1,4,0.3667,0.3667,31.7333,0.0,1.4286,4,1.72,9050.8267
MortyFx_speedtest-x,MortyFx,speedtest-x,PHP,40.45,Production Ready,1,40.45,21.27,47.8,57.72,46.76,1943,426,1943,30,20,20,38,160,10,2068,1,1,1,1563.75,0.0333,0.1,0.0,0.6333,25.1,3.2667,3,0.0145,478,0.5,0.15,2.3,1.0,0.85,0.0,0.0,0.7105,0.0526,0.0263,0.0526,0.0263,1,0,0,0,3,0.2667,0.2667,118.6,0.0,0.5294,3,1.6842,9139.9211
audiojs_audio,audiojs,audio,JavaScript,40.37,Production Ready,1,40.37,29.17,52.95,46.35,44.38,300,11,300,30,20,18,100,3410,6,3699,2,1,1,227.75,0.1667,0.0,0.0333,0.2333,168.9333,23.1333,1,0.0081,2,0.8,0.35,1.45,1.0,0.7222,0.0,0.0,0.52,0.04,0.03,0.28,0.04,1,0,0,1,2,0.4,0.6333,1728.875,0.0,6.1538,4,0.84,21697.35
binarywang_java-emoji-converter,binarywang,java-emoji-converter,Java,40.32,Production Ready,1,40.32,29.43,63.88,54.34,29.92,299,75,299,30,8,12,12,150,1,3718,90,0,1,243.0,0.0667,0.3,0.0,0.0667,164.7333,12.4333,3,0.0081,363,0.875,0.125,2.625,1.0,0.9167,0.0,0.0,0.3333,0.0833,0.1667,0.1667,0.0,1,0,0,1,9,0.0333,0.3,337.2857,0.0,6.9091,1,4.5,20189.0
warpdotdev_warp,warpdotdev,warp,Rust,40.31,Production Ready,1,40.31,72.83,19.6,22.25,25.0,63158,5220,63158,30,20,20,100,302109,4595,1831,0,1,1,48673.5,0.8,0.8667,0.2333,0.1,2765.3,341.0,10,0.0164,0,0.2,1.0,2.1,0.0,0.05,0.0,0.0,0.07,0.03,0.05,0.08,0.0,1,1,1,1,4,0.2667,0.3333,0.5,0.0,0.0,3,2.01,9816.5
shadcn-ui_ui,shadcn-ui,ui,TypeScript,40.3,Production Ready,1,40.3,57.33,19.3,24.5,26.6,119063,9492,119063,30,20,20,100,67160,2108,1286,0,1,1,91670.25,0.4333,0.5667,0.0667,0.1333,267.7,34.8,16,0.0233,0,0.25,0.95,0.6,0.0,0.1,0.0,0.0,0.14,0.04,0.03,0.04,0.0,1,0,1,0,7,0.0,0.0667,2.8,0.0,0.0,3,3.96,2477.93
lstrojny_functional-php,lstrojny,functional-php,PHP,40.15,Production Ready,1,40.15,50.83,55.55,15.75,43.65,1988,206,1988,30,20,20,100,1093,16,5531,8,1,1,1542.5,0.3667,0.3333,0.0333,0.1333,135.9333,20.7667,7,0.0054,114,0.7,0.15,2.05,1.0,0.35,0.0,0.0,0.88,0.03,0.02,0.01,0.0,1,0,0,1,3,0.3,0.1,98.6429,0.0,50.4286,1,1.82,1477.66
gofiber_contrib,gofiber,contrib,Go,40.13,Production Ready,1,40.13,43.67,35.15,58.01,30.29,300,162,300,30,20,20,100,13541,28,1905,0,1,1,265.5,0.2667,0.4667,0.0,0.0,3581.0667,240.3,3,0.0157,0,0.8,1.0,3.15,0.5,0.85,0.0,0.0,0.18,0.11,0.01,0.32,0.02,1,0,0,7,4,0.3,0.0,34.1875,0.0,0.2353,2,1.95,4120.19
usmannasir_cyberpanel,usmannasir,cyberpanel,JavaScript,40.12,Production Ready,1,40.12,46.33,32.65,47.0,37.82,1990,721,1990,30,20,20,100,486416,416,3184,3,1,1,1672.75,0.5333,0.5,0.0667,0.1667,677.9333,96.2333,1,0.0094,3,0.4,0.75,0.65,0.0,0.6,0.0,0.0,0.48,0.04,0.01,0.02,0.01,1,0,1,0,3,0.5333,0.0,1.5,0.0,0.0,4,1.31,15685.09
ekino_phpstan-banned-code,ekino,phpstan-banned-code,PHP,40.12,Production Ready,1,40.12,38.73,50.13,54.81,28.11,299,24,299,30,15,20,36,134,7,2749,34,1,1,230.25,0.2333,0.2,0.1333,0.0333,112.8667,12.7333,5,0.0109,45,0.7333,0.4,2.8,1.0,0.8,0.0,0.0,0.0833,0.0833,0.0833,0.5556,0.0,1,0,0,1,3,0.0,0.1333,212.3636,0.0,1.1875,1,1.8333,866.1389
tesseract-ocr_tesseract,tesseract-ocr,tesseract,C++,40.11,Production Ready,1,40.11,39.67,41.7,45.79,22.1,75323,10690,75323,30,20,20,100,54891,480,4353,0,1,1,59164.75,0.3667,0.1,0.0667,0.0333,211.2,23.6333,3,0.0069,5,0.6,0.5,2.7,0.5,0.65,0.0,0.0,0.13,0.03,0.03,0.04,0.0,1,0,1,0,5,0.7,0.1333,17.5833,0.0,3.4615,2,1.77,6497.28
lapce_lapdev,lapce,lapdev,Rust,40.04,Production Ready,1,40.04,34.16,36.31,47.0,48.15,1956,56,1956,30,16,5,100,2650,17,842,0,1,1,1481.0,0.1333,0.2333,0.0333,0.0333,134.0333,24.0667,2,0.0356,231,0.0,0.1875,1.9375,0.9375,0.6,0.0,0.0,0.76,0.03,0.11,0.0,0.0,1,1,0,7,5,0.1667,0.3,0.0,0.0,0.0,4,2.98,13399.06
guzzle_guzzle,guzzle,guzzle,PHP,40.0,Production Ready,1,40.0,18.37,57.41,58.25,36.17,23453,2390,23453,30,20,20,100,13375,6,5615,0,1,1,18187.25,0.1333,0.0333,0.0,0.0667,77.0,11.3667,1,0.0053,1,0.95,0.7,3.3,0.0,0.85,0.0,0.0,0.48,0.11,0.06,0.26,0.01,1,1,0,1,3,0.6667,0.5333,2.8947,0.0,0.0,1,1.4,14301.27
gocardless_statesman,gocardless,statesman,Ruby,39.99,Production Ready,1,39.99,58.83,37.85,33.75,31.52,1903,158,1903,30,20,20,62,1034,16,4694,3,1,1,1466.75,0.3667,0.6333,0.0333,0.3333,1560.9667,122.6667,11,0.0064,89,0.6,0.6,1.85,1.0,0.75,0.0,0.0,0.2903,0.0645,0.0323,0.4032,0.0,1,1,1,1,4,0.0,0.0,327.0,0.0,75.0667,1,1.871,3367.7258
binarywang_weixin-java-mp-demo-springmvc,binarywang,weixin-java-mp-demo-springmvc,Java,39.95,Production Ready,1,39.95,31.9,60.58,42.75,37.77,300,230,300,30,19,20,31,172,3,3639,14,0,1,282.5,0.0,0.4333,0.0,0.0333,271.6333,16.9,2,0.0082,14,0.8421,0.1579,1.6316,1.0,0.95,0.0,0.0,0.5806,0.0323,0.0968,0.0,0.0,1,0,0,1,10,0.1333,0.2333,72.3125,0.0,28.9474,2,6.4516,1325.129
pravega_pravega,pravega,pravega,Java,39.93,Production Ready,1,39.93,62.0,36.7,29.33,32.3,1999,399,1999,30,20,20,100,49252,245,3654,5,1,1,1599.0,1.0,0.2333,0.0667,0.1333,258.1667,30.3667,13,0.0082,498,0.75,0.8,0.7,1.0,0.65,0.0,0.0,0.37,0.05,0.04,0.31,0.0,1,0,1,1,10,0.0667,0.2,39.6667,0.0,19.9231,1,5.87,6661.09
DesignPatternsPHP_DesignPatternsPHP,DesignPatternsPHP,DesignPatternsPHP,PHP,39.93,Production Ready,1,39.93,42.27,63.15,27.0,32.56,22186,4520,22186,30,20,20,100,6214,1,5440,0,1,1,17769.5,0.5,0.1,0.0,0.5,74.6,10.2667,8,0.0055,526,0.95,0.2,1.15,0.0,0.6,0.0,0.0,0.48,0.02,0.01,0.22,0.13,1,0,0,0,3,0.0,0.0667,98.7895,0.0,43.5833,1,2.21,6382.09
ocornut_imgui,ocornut,imgui,C++,39.92,Production Ready,1,39.92,45.9,44.76,24.5,30.4,74614,12007,74614,30,20,20,100,128330,1237,4375,0,1,1,58962.25,0.3333,0.5333,0.1667,0.0,116.3333,14.0667,4,0.0069,3,0.7,0.8,2.9,0.0,0.1,0.0,0.0,0.22,0.12,0.09,0.0,0.0,1,0,1,2,7,0.0,0.0667,2.1429,0.0,0.0,3,1.55,20381.28
da-luce_astroterm,da-luce,astroterm,C,39.91,Production Ready,1,39.91,54.83,34.95,38.25,33.72,1979,47,1979,30,20,20,71,95782,37,1124,0,1,1,1496.0,0.3333,0.4333,0.1,0.3,204.6333,29.9,11,0.0267,104,0.1,0.3,0.95,0.7778,0.85,0.0,0.0,0.2676,0.0423,0.0282,0.1831,0.0282,1,0,1,0,3,0.2667,0.6,1.0,0.0,50.1765,3,1.0,299448.6901
bdejong_smartelectronix,bdejong,smartelectronix,C++,39.9,Production Ready,1,39.9,48.0,63.5,38.25,22.14,300,55,300,30,20,20,100,11281,1,3712,8,1,1,238.75,0.4,0.5667,0.1333,0.0667,330.0,43.2,2,0.0081,89,0.95,0.3,4.5,1.0,0.85,0.0,0.0,0.3,0.04,0.08,0.0,0.22,1,0,0,0,3,0.0,0.1,750.7368,0.0,237.8824,1,2.28,12775.27
juicedata_juicefs-csi-driver,juicedata,juicefs-csi-driver,Go,39.89,Production Ready,1,39.89,50.13,35.3,52.94,26.63,300,113,300,30,20,20,100,14735,51,2559,1,1,1,253.25,0.5667,0.3,0.1333,0.1333,132.5,14.4667,5,0.0117,6,0.6,0.65,0.8,0.125,0.8,0.0,0.0,0.16,0.03,0.05,0.04,0.09,1,0,0,1,4,0.0,0.4,15.75,0.0,3.0625,7,2.13,7664.14
microsoft_terminal,microsoft,terminal,C++,39.86,Production Ready,1,39.86,49.34,49.92,27.25,14.15,103948,9410,103948,30,20,20,100,174073,1733,3258,0,1,1,80313.5,0.3667,0.2667,0.0667,0.0667,430.7333,67.6667,12,0.0092,0,0.45,0.3,1.7,0.0,0.25,0.0,0.0,0.0,0.09,0.04,0.02,0.0,1,0,1,0,5,0.0,0.3333,0.7778,0.0,4.0,1,2.86,6133.73
pact-foundation_pact-php,pact-foundation,pact-php,PHP,39.85,Production Ready,1,39.85,27.53,58.95,54.8,33.2,300,89,300,30,20,20,100,2758,2,3285,49,1,1,247.25,0.1333,0.1333,0.0333,0.0667,96.8667,9.0333,4,0.0091,54,0.95,0.4,2.95,1.0,0.95,0.0,0.0,0.22,0.02,0.04,0.64,0.0,1,0,0,0,5,0.2,0.2,55.2105,0.0,7.9474,1,3.24,2135.57
apple_container,apple,container,Swift,39.81,Production Ready,1,39.81,56.5,19.7,26.75,40.7,47765,1603,47765,30,20,20,100,3755,440,409,0,1,1,36224.5,0.4667,0.5667,0.0333,0.0333,281.1,39.7,11,0.0733,0,0.05,0.75,1.2,0.0,0.15,0.0,0.0,0.67,0.03,0.02,0.03,0.0,1,0,1,0,3,0.0333,0.5333,1.0,0.0,0.0,2,2.09,5615.48
immich-app_immich,immich-app,immich,TypeScript,39.76,Production Ready,1,39.76,53.34,37.8,31.25,13.76,107614,6201,107614,30,20,20,100,316267,780,1621,0,1,1,82260.75,0.6667,0.1667,0.0667,0.0667,619.7,42.2333,13,0.0185,0,0.65,1.0,1.95,0.0,0.25,0.0,0.0,0.0,0.12,0.08,0.01,0.13,1,1,1,1,4,0.0,0.0667,0.1538,0.0,0.0,1,1.66,26419.02
heartcombo_devise,heartcombo,devise,Ruby,39.7,Production Ready,1,39.7,51.5,38.37,31.25,34.47,24347,5477,24347,30,20,20,100,5944,227,6144,0,1,1,19629.5,0.5,0.2667,0.0333,0.0667,257.7667,36.6,5,0.0049,33,0.6,0.7,1.95,0.5,0.25,0.0,0.0,0.59,0.04,0.01,0.06,0.01,1,0,1,1,4,0.0,0.0,6.5833,0.0,0.0,1,2.38,3018.64
bcrypt-ruby_bcrypt-ruby,bcrypt-ruby,bcrypt-ruby,C,39.68,Production Ready,1,39.68,40.0,41.85,46.56,37.19,1993,289,1993,30,20,20,32,415,19,6641,6,1,1,1567.0,0.3333,0.2,0.0,0.0,106.3333,14.3333,8,0.0045,108,0.65,0.55,2.35,1.0,0.8,0.0,0.0,0.3438,0.0312,0.0312,0.2188,0.0,1,0,0,1,3,0.0333,0.2333,93.8462,0.0,9.4375,3,1.4062,4785.875
RajashekarRaju_compose-actors,RajashekarRaju,compose-actors,Kotlin,39.67,Production Ready,1,39.67,40.97,36.0,56.96,31.85,298,35,298,30,2,20,100,179533,1,1675,66,1,1,232.25,0.1667,0.4333,0.2,0.0667,150.6,19.3,2,0.0179,354,0.5,0.5,1.0,1.0,0.85,0.0,0.0,0.38,0.03,0.03,0.45,0.4,1,0,1,0,10,0.3333,0.0333,42.0,0.0,1.2941,1,7.87,43759.0
ReVanced_revanced-manager,ReVanced,revanced-manager,Kotlin,39.58,Production Ready,1,39.58,59.03,21.8,27.45,39.65,28572,1106,28572,30,20,20,100,37313,146,1578,0,1,1,21705.5,0.8333,0.3333,0.2,0.0,287.6333,17.7,8,0.019,63,0.2,0.9,0.8,0.0,0.25,0.0,0.0,0.52,0.05,0.07,0.0,0.0,1,0,1,2,11,0.3333,0.2667,0.0,0.0,3.8,3,6.04,4759.62
jqlang_jq,jqlang,jq,C,39.58,Production Ready,1,39.58,52.33,43.57,32.67,26.21,35198,1808,35198,30,20,20,100,7959,459,5108,0,1,1,26850.5,0.6333,0.1667,0.0,0.1333,174.1,24.3333,7,0.0059,12,0.65,0.7,1.95,0.0,0.3,0.0,0.0,0.01,0.34,0.06,0.02,0.03,1,1,0,1,4,0.3,0.3667,3.3846,0.0,0.8333,4,1.69,12162.65
knight-L_sc-datav,knight-L,sc-datav,TypeScript,39.58,Production Ready,1,39.58,17.8,79.6,62.19,22.16,1986,417,1986,30,5,16,100,70402,0,244,0,1,1,1593.75,0.4,0.0,0.1,0.1667,30.9667,3.6333,1,0.123,122,1.0,0.0,0.4,0.0,0.9375,0.0,0.0,0.1,0.02,0.02,0.0,0.23,1,0,0,1,4,0.5,0.0667,0.8,0.0,0.0,5,2.73,453995.22
anthropics_skills,anthropics,skills,Python,39.53,Production Ready,1,39.53,55.33,29.5,20.0,12.43,160995,19006,160995,30,20,20,100,3992,1022,294,0,0,1,125497.75,0.2333,0.5333,0.0667,0.4,427.7667,52.9667,11,0.102,12,0.2,0.6,0.5,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.54,0,0,0,0,4,0.2667,0.2,1.0,0.0,0.0,2,2.86,57919.79
thoughtbot_gitsh,thoughtbot,gitsh,Ruby,39.53,Production Ready,1,39.53,49.0,33.15,29.25,47.29,1958,102,1958,30,20,20,100,6317,41,4636,52,1,1,1494.0,0.4667,0.4,0.1333,0.0667,417.6,64.4667,3,0.0065,2401,0.3,0.35,1.65,1.0,0.65,0.0,0.0,0.76,0.05,0.01,0.0,0.02,1,0,1,1,4,0.4,0.4,25.0,0.0,30.8462,3,2.37,2135.63
kronotop_kronotop,kronotop,kronotop,Java,39.51,Production Ready,1,39.51,34.47,48.8,65.0,22.93,300,10,300,30,12,3,100,7952,3,1198,5,1,1,227.5,0.0,0.2667,0.4333,0.6333,99.8,13.3,1,0.025,6,0.75,0.6667,0.5833,0.0,1.0,0.0,0.0,0.0,0.73,0.03,0.0,0.04,1,1,0,1,4,0.2667,0.3667,1.7778,0.0,0.0,1,2.34,14820.34
